"chrom"	"seg"	"num.mark"	"nhet"	"cnlr.median"	"mafR"	"segclust"	"cnlr.median.clust"	"mafR.clust"	"start"	"end"	"cf.em"	"tcn.em"	"lcn.em"	"ID"	"parameter"	"purity"	"ploidy"
11	42	573	70	-0.272248950438815	0.340633449714033	11	-0.282825311377511	0.336156158559455	325100	102221650	0.793733708340024	3	1	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
11	43	342	22	-0.749850809948994	4.8151803238173	6	-0.758472660188542	4.43140467744249	105610140	126528497	0.793733708340024	2	0	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
11	44	16	6	-0.361588212014561	0.458592786389092	10	-0.323253298168579	NA	126528550	133495750	0.181236960223787	5	NA	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
12	45	115	17	-0.308185072757026	6.32324229056428	9	-0.323253298168579	6.95630304057791	394421	9848974	0.793733708340024	3	0	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
12	46	315	32	-0.749857259507539	5.10274276221368	6	-0.758472660188542	4.43140467744249	11664000	40764050	0.793733708340024	2	0	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
12	47	388	37	0.0946585272546666	0.0425467343561419	20	0.0913617595512682	0.00418231644821135	43130986	102813500	0.721595725169396	4	2	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
12	48	291	22	-0.324737054023529	0.319685846528352	8	-0.323253298168579	0.319553153312637	102813624	133264050	0.780852579291666	3	1	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
13	49	188	17	-0.274426779108035	0.309194147536781	11	-0.282825311377511	0.336156158559455	19600200	30440250	0.793733708340024	3	1	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
13	50	258	22	-1.5069600687283	2.90587172385839	2	-1.5069600687283	2.90587172385839	30440400	80561624	0.793733708340024	1	0	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
13	51	136	14	-0.283974152419962	0.18145591718847	14	-0.282825311377511	NA	87971222	112722387	0.242221745427942	5	NA	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
14	52	34	5	0.0907830800858069	0.275029909524357	22	0.0913617595512682	NA	19487495	25438400	0.785835799071462	4	NA	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
14	53	103	12	1.01890182845859	2.21269118244203	35	1.00321318240521	NA	27035112	46853750	0.793733708340024	8	NA	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
14	54	214	40	0.100100724006232	-0.00531210826320129	20	0.0913617595512682	0.00418231644821135	48351664	105906024	0.721595725169396	4	2	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
15	55	635	80	-0.314673776017478	0.328004747648645	8	-0.323253298168579	0.319553153312637	20488633	101094405	0.780852579291666	3	1	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
16	56	341	18	-0.312815958419158	0.207388973030644	8	-0.323253298168579	0.319553153312637	114934	7032550	0.780852579291666	3	1	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
16	57	55	6	0.941355526962029	0.0996782190781669	34	0.911586857359354	NA	8382900	11350965	0.793733708340024	8	NA	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
16	58	157	15	-0.14105062069093	0.162985385650525	16	-0.143387263483678	0.387793761580514	11352524	50830350	0.793733708340024	3	1	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
16	59	446	56	-0.781018879153232	4.60328286252711	6	-0.758472660188542	4.43140467744249	50830600	90240550	0.793733708340024	2	0	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
17	60	83	6	0.133728600050337	-0.000769537284089539	22	0.0913617595512682	NA	114650	7990700	0.785835799071462	4	NA	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
17	61	193	36	-0.756112231433367	1.92200611950374	6	-0.758472660188542	4.43140467744249	8107979	21536306	0.793733708340024	2	0	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
17	62	1023	95	0.114575790583481	0.0139562385655923	20	0.0913617595512682	0.00418231644821135	21544395	80783150	0.721595725169396	4	2	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
18	63	72	15	0.81122433214615	1.58485912000361	32	0.81122433214615	1.58485912000361	724224	18699400	0.793733708340024	7	1	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
18	64	74	4	-0.00937835614085756	0.16420172185471	19	0.0243481427461846	NA	19020750	39661204	0.422624402491337	5	NA	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
18	65	147	16	0.905645847224617	1.89343663573169	33	0.911586857359354	1.89343663573169	42288300	74463700	0.793733708340024	7	1	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
19	66	568	65	-0.32861134576738	7.06119027483029	9	-0.323253298168579	6.95630304057791	1206800	13054664	0.793733708340024	3	0	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
19	67	304	34	0.384280159707614	0.128523930966768	27	0.384280159707614	0.128523930966768	13519250	19261600	0.793733708340024	5	2	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
19	68	27	2	1.24531364552321	2.31046411222381	38	1.24531364552321	NA	19850100	32988350	0.793733708340024	10	NA	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
19	69	398	44	-0.342417486006001	0.31947604006718	8	-0.323253298168579	0.319553153312637	33784300	59096350	0.780852579291666	3	1	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
20	70	83	20	-0.284712776371047	0.254591536455876	11	-0.282825311377511	0.336156158559455	345850	30296750	0.793733708340024	3	1	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
20	71	442	38	0.0581046138775927	-0.00706615826077762	20	0.0913617595512682	0.00418231644821135	30309350	62923150	0.721595725169396	4	2	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
21	72	247	56	-0.228202982198575	0.290049261738864	15	-0.228202982198575	0.290049261738864	10995850	46253000	0.783043736407862	3	1	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
22	73	33	10	0.0534612269993083	0.562376539700786	22	0.0913617595512682	NA	16345981	17519625	0.785835799071462	4	NA	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
22	74	163	19	-0.732231724827267	4.0485925802254	6	-0.758472660188542	4.43140467744249	19053208	29694900	0.793733708340024	2	0	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
22	75	161	15	0.558099918051323	0.739904533836845	30	0.576114810618395	0.739904533836845	29999949	50355419	0.793733708340024	6	2	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
23	76	15	0	-0.802657168260149	0	5	-0.82146318003179	NA	451100	1356000	1	1	NA	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
23	77	344	1	0.106706538085179	-0.0463826096147769	22	0.0913617595512682	NA	3085464	63425806	0.785835799071462	2	NA	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
23	78	31	0	4.14871363116132	0	39	4.14871363116132	NA	66765060	69254907	0.793733708340024	38	NA	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
23	79	389	1	-0.761369741031207	-0.0735446301147405	7	-0.758472660188542	NA	70338700	152864450	1	1	NA	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
24	80	81	2	-3.10815933501053	3.46025731758017	1	-3.10815933501053	NA	2655361	28773400	0.793733708340024	0	NA	"01-IM6_P-0023419-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.793733708340024	3.74484880980124
1	1	677	78	-0.00570018131381579	0.0231640639158827	6	0.0110968489128586	0.0240736864050029	2488153	85746753	1	2	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
1	2	555	53	0.3283450003684	0.0147551422095852	12	0.319157165273939	0.0328708867317186	89294942	243709000	0.349975870110408	3	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
1	3	21	2	0.0459489088587393	-0.0117177301641856	8	0.0110968489128586	NA	243716100	245977996	NA	2	NA	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
2	4	1065	154	0.156167133585805	0.0272325055665543	10	0.153097340368332	0.0284076288589112	4717050	242800992	0.248711166601427	3	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
3	5	87	19	0.374280527995843	0.0169050388047467	14	0.374280527995843	0.0169050388047467	1449850	36109775	0.182865770429063	5	2	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
3	6	462	40	0.0964403606435826	-0.00444429251460149	9	0.0808749346513741	0.0191605812937247	36515716	98267289	1	2	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
3	7	490	66	0.529125828539532	0.0823453239226319	16	0.529125828539532	0.0823453239226319	100629900	197351150	0.349975870110408	5	2	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
4	8	567	58	0.072148960217319	0.0396214227645268	9	0.0808749346513741	0.0191605812937247	1402580	190262486	1	2	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
5	9	788	111	0.237573128670479	0.00779223643392422	11	0.238010068047386	0.00515769943150813	223624	180527550	0.176842658504933	4	2	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
6	10	117	17	0.0513848882973718	0.018615996961208	6	0.0110968489128586	0.0240736864050029	393300	29230577	1	2	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
6	11	272	62	0.481137413483192	0.00274062946966718	15	0.481137413483192	0.00274062946966718	29236500	72558450	0.349975870110408	4	2	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
6	12	469	62	-0.0554179624867062	0.120459602281816	5	-0.0554179624867062	0.0788583312103376	72558716	170798821	1	2	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
7	13	384	45	0.288940484461946	0.0556674783591694	12	0.319157165273939	0.0328708867317186	1672599	106508500	0.349975870110408	3	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
7	14	414	26	-0.143700848177808	0.110023508823408	3	-0.167060376625679	0.243233148431173	106508700	158450965	0.349975870110408	1	0	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
8	15	93	15	0.00619865534665875	0.225964799974951	7	0.0110968489128586	0.164639488473533	565232	38318550	0.200140544900214	2	0	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
8	16	194	52	0.747426121688202	0.274773320341221	17	0.747426121688202	0.274773320341221	38318775	145742879	0.349975870110408	6	2	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
9	17	632	62	0.0237141376112564	0.0275261431571309	6	0.0110968489128586	0.0240736864050029	421980	139820500	1	2	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
10	18	422	72	0.21568590577527	-0.00402258023387823	11	0.238010068047386	0.00515769943150813	1510047	134199150	0.176842658504933	4	2	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
11	19	701	76	0.134400230970956	0.0389416500240957	10	0.153097340368332	0.0284076288589112	532500	133495663	0.248711166601427	3	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
12	20	99	4	-0.159703048724829	0.0409126779459381	4	-0.167060376625679	NA	394490	11992300	0.210575069840834	1	0	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
12	21	59	20	-0.731189757906713	0.0216036426153042	1	-0.731189757906713	0.0216036426153042	12006412	12021000	0.349975870110408	0	0	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
12	22	181	30	0.00406639467879075	0.140271559911122	7	0.0110968489128586	0.164639488473533	12021286	31957434	0.200140544900214	2	0	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
12	23	456	39	0.147434267559774	0.0246896098970563	10	0.153097340368332	0.0284076288589112	38600000	129468900	0.248711166601427	3	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
12	24	81	23	-0.190076446399928	0.475930025847053	3	-0.167060376625679	0.243233148431173	131945129	133263850	0.349975870110408	1	0	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
13	25	474	54	0.174450125350617	0.0239670298871028	10	0.153097340368332	0.0284076288589112	21004834	112722293	0.248711166601427	3	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
14	26	250	34	0.183933952633105	0.0231564562212636	10	0.153097340368332	0.0284076288589112	19487467	105259100	0.248711166601427	3	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
15	27	416	54	-0.0562374878235684	0.0165376904085315	5	-0.0554179624867062	0.0788583312103376	20488741	99861750	1	2	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
16	28	361	35	0.0827864890032157	-0.0169637826512867	9	0.0808749346513741	0.0191605812937247	115072	55329700	1	2	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
16	29	281	41	-0.601208783159608	0.32734759253442	2	-0.601208783159608	0.32734759253442	56782276	89357538	0.309930970187476	0	0	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
16	30	83	19	0.116079423461176	-0.0136653924088294	9	0.0808749346513741	0.0191605812937247	89357700	89883003	1	2	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
17	31	1014	109	0.083471633704226	0.0230126604864571	9	0.0808749346513741	0.0191605812937247	114639	80783009	1	2	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
18	32	242	35	0.0698080498420534	0.042727979580132	9	0.0808749346513741	0.0191605812937247	724350	74387350	1	2	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
19	33	883	88	0.0861906664485795	-0.00405871549976924	9	0.0808749346513741	0.0191605812937247	1206900	58288100	1	2	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
20	34	10	4	0.770887494540087	0.135460661279877	18	0.747426121688202	NA	345864	7601150	0.349975870110408	6	NA	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
20	35	312	41	0.25156308922626	0.00544945916053848	11	0.238010068047386	0.00515769943150813	9520186	48451219	0.176842658504933	4	2	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
20	36	54	9	0.834243273066515	0.447683739251385	19	0.834243273066515	NA	48808356	61048549	0.349975870110408	6	NA	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
21	37	207	40	0.0606564428634736	0.0718756234481	9	0.0808749346513741	0.0191605812937247	10996089	45660700	1	2	1	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
22	38	280	25	0.240197350535519	0.0216175514424871	11	0.238010068047386	0.00515769943150813	16345950	49370834	0.176842658504933	4	2	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
23	39	646	1	-0.175137183096559	-0.0717814469641625	4	-0.167060376625679	NA	451150	149924700	0.210575069840834	0	NA	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
24	40	50	2	0.317350778449937	-0.0811418425109913	13	0.319157165273939	NA	2655328	22930750	0.349975870110408	2	NA	"01-IM5_P-0004063-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.349975870110408	1.94443032162304
1	1	929	79	-0.116301105571784	0.00832229601290832	7	-0.107809605094325	0.00642772656598601	1001266	118161300	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
1	2	96	3	0.378428833557183	0.0633844341068217	14	0.392380539305517	NA	118165577	120612013	0.245874904195896	5	NA	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
1	3	615	86	-0.133257289839401	0.0173967392805764	6	-0.107809605094325	0.023399236157489	120904750	247249250	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
2	4	1331	169	-0.121111129433382	0.0303579792353831	6	-0.107809605094325	0.023399236157489	2470559	242982300	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
3	5	1306	136	-0.0925370829452051	0.0195696165757425	6	-0.107809605094325	0.023399236157489	1449872	197361995	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
4	6	732	73	-0.07993912960487	0.0388846410850843	6	-0.107809605094325	0.023399236157489	1402600	190262600	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
5	7	895	155	-0.186719484423183	0.00206652150457592	3	-0.197286280628552	0.011047144963949	30431	176516850	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
5	8	101	11	0.394792103171073	0.062605106337119	14	0.392380539305517	NA	176517480	180030328	0.309997009515746	5	NA	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
5	9	58	25	-0.20742212444153	0.0211191577575452	4	-0.197286280628552	0.0912096930440001	180030550	180527538	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
6	10	1163	219	-0.109718185349004	0.0129720631614709	6	-0.107809605094325	0.023399236157489	393088	170871070	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
7	11	1040	134	-0.0476279530581413	0.0148595383321972	9	-0.0486378935114183	0.0225904006519963	330745	158627890	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
8	12	624	104	-0.216595837425669	0.0412158521874441	3	-0.197286280628552	0.011047144963949	565232	146278127	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
9	13	408	59	-0.158770445180822	0.00325171435468232	3	-0.197286280628552	0.011047144963949	421860	87570643	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
9	14	175	30	0.242286439185702	0.180209908289166	12	0.242286439185702	0.180209908289166	87635081	117485234	0.2644216037631	4	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
9	15	286	34	-0.135569334017371	-0.0100298839369566	7	-0.107809605094325	0.00642772656598601	117759050	139820500	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
10	16	536	66	-0.0556605845505135	0.039312729296469	9	-0.0486378935114183	0.0225904006519963	1510000	135181436	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
11	17	891	90	-0.208127317707513	0.117717497375491	4	-0.197286280628552	0.0912096930440001	325018	133495735	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
12	18	854	68	-0.0904569324623475	0.0114442798151427	7	-0.107809605094325	0.00642772656598601	394612	115109450	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
12	19	64	7	0.595654132655096	0.380829505296821	15	0.595654132655096	NA	115109906	120806850	0.309997009515746	6	NA	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
12	20	146	27	0.019523833387218	0.0384853544716067	10	0.0210888931472564	0.0393044456506886	121416500	133263950	0.219271425777723	3	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
13	21	563	58	-0.204882559781043	0.000172045356247669	3	-0.197286280628552	0.011047144963949	19600440	114961904	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
14	22	338	43	-0.282613611177424	0.0538268207216456	2	-0.282613611177424	0.0538268207216456	19487550	105906073	0.267832938966908	1	0	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
15	23	583	78	-0.133069427424846	0.0177750936621151	6	-0.107809605094325	0.023399236157489	20488633	101592600	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
16	24	174	13	-0.217185903692909	0.191207892776314	5	-0.197286280628552	NA	115050	2645965	NA	2	NA	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
16	25	141	7	0.0394820485829943	0.0724217181046863	11	0.0210888931472564	NA	2647100	7032570	0.06069440641651	3	NA	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
16	26	616	77	-0.335169445668297	0.183241868516281	1	-0.337022616135916	0.150309801423672	8382737	90240591	0.309997009515746	1	0	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
17	27	486	63	-0.179269793904623	0.00148011975719704	3	-0.197286280628552	0.011047144963949	114669	34100288	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
17	28	115	5	0.342765994448368	0.357130050503197	13	0.342765994448368	NA	36061127	40353744	0.306524835985299	4	NA	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
17	29	622	54	0.0175887289077218	0.0397548358590272	10	0.0210888931472564	0.0393044456506886	40354000	80783100	0.219271425777723	3	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
18	30	282	35	-0.0826066517308671	0.0517480897707727	6	-0.107809605094325	0.023399236157489	724400	75380150	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
19	31	1214	122	-0.0936737420969067	0.00600018301234202	7	-0.107809605094325	0.00642772656598601	424416	59096286	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
20	32	498	76	-0.100714293728983	0.030860790954121	6	-0.107809605094325	0.023399236157489	333871	62680478	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
21	33	232	45	-0.090608569171917	0.0252130387950214	6	-0.107809605094325	0.023399236157489	10995900	47061267	1	2	1	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
22	34	342	36	-0.343278982474231	0.0647179310254913	1	-0.337022616135916	0.150309801423672	16345954	50355350	0.309997009515746	1	0	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
