"ensembl_gene_id"	"hgnc_symbol"	"chromosome_name"	"start_position"	"end_position"	"external_gene_name"	"gene_biotype"
"ENSG00000237802"	"FAM197Y6"	"Y"	9225731	9233636	"FAM197Y6"	"antisense"
"ENSG00000224917"	""	"Y"	24816763	24819006	"AC016694.2"	"pseudogene"
"ENSG00000230727"	"RBMY2WP"	"Y"	24908998	24915934	"RBMY2WP"	"pseudogene"
"ENSG00000228240"	"TTTY17A"	"Y"	24997731	24998862	"TTTY17A"	"lincRNA"
"ENSG00000230066"	"FAM197Y3"	"Y"	9334896	9342768	"FAM197Y3"	"antisense"
"ENSG00000270073"	""	"Y"	9345205	9347784	"AC006156.2"	"pseudogene"
"ENSG00000234803"	"FAM197Y2"	"Y"	9355208	9364506	"FAM197Y2"	"antisense"
"ENSG00000215537"	"ZNF736P11Y"	"Y"	25012691	25013903	"ZNF736P11Y"	"pseudogene"
"ENSG00000236786"	"TSPY15P"	"Y"	9385717	9388290	"TSPY15P"	"pseudogene"
"ENSG00000231436"	"RBMY3AP"	"Y"	9448180	9458885	"RBMY3AP"	"pseudogene"
"ENSG00000234110"	"TSPY25P"	"Y"	9461792	9463961	"TSPY25P"	"pseudogene"
"ENSG00000226223"	"TSPY16P"	"Y"	9477858	9478325	"TSPY16P"	"pseudogene"
"ENSG00000232617"	""	"Y"	9502838	9506619	"AC017019.1"	"pseudogene"
"ENSG00000183385"	"TTTY8"	"Y"	9528709	9531566	"TTTY8"	"lincRNA"
"ENSG00000147761"	"TTTY7B"	"Y"	9544433	9552871	"TTTY7B"	"lincRNA"
"ENSG00000226906"	"TTTY4"	"Y"	25082602	25119431	"TTTY4"	"lincRNA"
"ENSG00000244000"	""	"Y"	25163210	25163968	"AC006366.3"	"pseudogene"
"ENSG00000198692"	"EIF1AY"	"Y"	22737611	22755040	"EIF1AY"	"protein_coding"
"ENSG00000232764"	"TRIM60P8Y"	"Y"	25171741	25172810	"TRIM60P8Y"	"pseudogene"
"ENSG00000233126"	"ZNF736P3Y"	"Y"	25195394	25197342	"ZNF736P3Y"	"pseudogene"
"ENSG00000227251"	"TRIM60P9Y"	"Y"	25204177	25205333	"TRIM60P9Y"	"pseudogene"
"ENSG00000228890"	"TTTY21"	"Y"	9555262	9558905	"TTTY21"	"lincRNA"
"ENSG00000205936"	"PPP1R12BP2"	"Y"	25525631	25538844	"PPP1R12BP2"	"pseudogene"
"ENSG00000251925"	""	"Y"	25569246	25569383	"SNORA70"	"snoRNA"
"ENSG00000212855"	"TTTY2"	"Y"	9578193	9596085	"TTTY2"	"lincRNA"
"ENSG00000225189"	"REREP1Y"	"Y"	25608612	25618427	"REREP1Y"	"pseudogene"
"ENSG00000230073"	""	"Y"	25669468	25671516	"AC009947.2"	"pseudogene"
"ENSG00000215540"	""	"Y"	25683455	25693089	"AC009947.3"	"pseudogene"
"ENSG00000236647"	""	"Y"	25695956	25697532	"AC009947.5"	"pseudogene"
"ENSG00000225466"	"OFD1P10Y"	"Y"	25727742	25760787	"OFD1P10Y"	"pseudogene"
"ENSG00000224169"	"HSFY6P"	"Y"	25803986	25805205	"HSFY6P"	"pseudogene"
"ENSG00000223407"	"USP9YP18"	"Y"	25805613	25813969	"USP9YP18"	"pseudogene"
"ENSG00000129845"	"TTTY1"	"Y"	9590765	9611898	"TTTY1"	"lincRNA"
"ENSG00000224075"	"TTTY22"	"Y"	9638762	9650854	"TTTY22"	"lincRNA"
"ENSG00000228379"	""	"Y"	9650924	9655122	"AC010891.2"	"lincRNA"
"ENSG00000229208"	"RBMY2NP"	"Y"	9669027	9684305	"RBMY2NP"	"pseudogene"
"ENSG00000231874"	"TSPY18P"	"Y"	9707273	9708390	"TSPY18P"	"pseudogene"
"ENSG00000226873"	"CDY14P"	"Y"	25820526	25821539	"CDY14P"	"pseudogene"
"ENSG00000187657"	"TSPY13P"	"Y"	9743204	9745748	"TSPY13P"	"pseudogene"
"ENSG00000239225"	"TTTY23"	"Y"	9748407	9749571	"TTTY23"	"lincRNA"
"ENSG00000234950"	"RBMY2OP"	"Y"	9789162	9797032	"RBMY2OP"	"pseudogene"
"ENSG00000157828"	"RPS4Y2"	"Y"	22918050	22942918	"RPS4Y2"	"protein_coding"
"ENSG00000236718"	"RBMY2QP"	"Y"	9860098	9871796	"RBMY2QP"	"pseudogene"
"ENSG00000183146"	"CYorf17"	"Y"	23544840	23548246	"CYorf17"	"protein_coding"
"ENSG00000242875"	"RBMY1B"	"Y"	23673224	23687672	"RBMY1B"	"protein_coding"
"ENSG00000227915"	"TCEB1P16"	"Y"	25824651	25824982	"TCEB1P16"	"pseudogene"
"ENSG00000169763"	"PRYP3"	"Y"	25827587	25840726	"PRYP3"	"pseudogene"
"ENSG00000243643"	"TSPY20P"	"Y"	9873804	9875984	"TSPY20P"	"pseudogene"
"ENSG00000225685"	"TSPY5P"	"Y"	9904163	9906760	"TSPY5P"	"pseudogene"
"ENSG00000235193"	""	"Y"	9925635	9927195	"AC006987.4"	"pseudogene"
"ENSG00000251766"	"RNA5SP518"	"Y"	9928019	9928137	"RNA5SP518"	"rRNA"
"ENSG00000235691"	""	"Y"	9928411	9928816	"AC006987.5"	"pseudogene"
"ENSG00000252289"	"RNA5SP519"	"Y"	9930484	9930602	"RNA5SP519"	"rRNA"
"ENSG00000226975"	""	"Y"	10007397	10007923	"AC006987.6"	"pseudogene"
"ENSG00000236620"	"XKRYP3"	"Y"	25862069	25872955	"XKRYP3"	"pseudogene"
"ENSG00000224866"	"USP9YP25"	"Y"	25880340	25882396	"USP9YP25"	"pseudogene"
"ENSG00000232424"	"USP9YP29"	"Y"	25886405	25892840	"USP9YP29"	"pseudogene"
"ENSG00000231411"	""	"Y"	10009199	10010334	"AC006987.7"	"pseudogene"
"ENSG00000234414"	"RBMY1A1"	"Y"	23673258	23711212	"RBMY1A1"	"protein_coding"
"ENSG00000226061"	"PCMTD1P1"	"Y"	10011462	10011816	"PCMTD1P1"	"pseudogene"
"ENSG00000237447"	"CDC27P2"	"Y"	10027986	10029907	"CDC27P2"	"pseudogene"
"ENSG00000251966"	""	"Y"	10033981	10034093	"AC010970.1"	"miRNA"
"ENSG00000225840"	""	"Y"	10036113	10036711	"AC010970.2"	"pseudogene"
"ENSG00000251705"	"RNA5-8SP6"	"Y"	10037764	10037915	"RNA5-8SP6"	"rRNA"
"ENSG00000271365"	""	"Y"	13262741	13262939	"RP1-85D24.3"	"pseudogene"
"ENSG00000271309"	""	"Y"	13263065	13263272	"RP1-85D24.2"	"pseudogene"
"ENSG00000270570"	""	"Y"	13263395	13263563	"RP1-85D24.1"	"pseudogene"
"ENSG00000263502"	""	"Y"	13340359	13340440	"AC134878.2"	"miRNA"
"ENSG00000252855"	""	"Y"	13340551	13340633	"AC134878.1"	"miRNA"
"ENSG00000258567"	"DUX4L16"	"Y"	13462594	13463857	"DUX4L16"	"pseudogene"
"ENSG00000259154"	"DUX4L17"	"Y"	13470597	13471863	"DUX4L17"	"pseudogene"
"ENSG00000259029"	"DUX4L18"	"Y"	13477233	13478499	"DUX4L18"	"pseudogene"
"ENSG00000258991"	"DUX4L19"	"Y"	13488005	13489271	"DUX4L19"	"pseudogene"
"ENSG00000270455"	"PABPC1P5"	"Y"	13491303	13493369	"PABPC1P5"	"pseudogene"
"ENSG00000252681"	"RNU1-97P"	"Y"	25887089	25887252	"RNU1-97P"	"snRNA"
"ENSG00000232910"	"RAB9AP1"	"Y"	25897335	25897907	"RAB9AP1"	"pseudogene"
"ENSG00000270242"	""	"Y"	13551375	13552752	"RP11-295P22.1"	"pseudogene"
"ENSG00000271375"	""	"Y"	13629403	13629913	"RP11-295P22.2"	"pseudogene"
"ENSG00000234385"	"RCC2P1"	"Y"	13901758	13903233	"RCC2P1"	"pseudogene"
"ENSG00000265161"	""	"Y"	13947443	13947512	"AC011293.1"	"miRNA"
"ENSG00000215583"	"ASS1P6"	"Y"	14043242	14044475	"ASS1P6"	"pseudogene"
"ENSG00000235649"	"MXRA5P1"	"Y"	14077914	14108092	"MXRA5P1"	"pseudogene"
"ENSG00000236477"	"RPS24P1"	"Y"	14365457	14366162	"RPS24P1"	"pseudogene"
"ENSG00000232226"	"ARSFP1"	"Y"	14373025	14378737	"ARSFP1"	"pseudogene"
"ENSG00000243980"	"RN7SL702P"	"Y"	14394177	14394465	"RN7SL702P"	"misc_RNA"
"ENSG00000232730"	"FAM8A4P"	"Y"	14442350	14443562	"FAM8A4P"	"pseudogene"
"ENSG00000224060"	"ARSEP1"	"Y"	14460540	14468226	"ARSEP1"	"pseudogene"
"ENSG00000225117"	"ARSDP1"	"Y"	14474827	14499123	"ARSDP1"	"pseudogene"
"ENSG00000206159"	"GYG2P1"	"Y"	14475147	14532255	"GYG2P1"	"pseudogene"
"ENSG00000232845"	"TRAPPC2P9"	"Y"	25908985	25911730	"TRAPPC2P9"	"pseudogene"
"ENSG00000237302"	"OFD1P11Y"	"Y"	25917379	25944297	"OFD1P11Y"	"pseudogene"
"ENSG00000252586"	""	"Y"	14482123	14482230	"AC002992.1"	"miRNA"
"ENSG00000227447"	"XGPY"	"Y"	14551845	14619171	"XGPY"	"pseudogene"
"ENSG00000231540"	"TCEB1P9"	"Y"	25954968	25955206	"TCEB1P9"	"pseudogene"
"ENSG00000226863"	"SHROOM2P1"	"Y"	14649708	14656818	"SHROOM2P1"	"pseudogene"
"ENSG00000223362"	"CDY15P"	"Y"	26001669	26003238	"CDY15P"	"pseudogene"
"ENSG00000233774"	"MED14P1"	"Y"	14730915	14746333	"MED14P1"	"pseudogene"
"ENSG00000231026"	"XKRYP4"	"Y"	26063388	26063870	"XKRYP4"	"pseudogene"
"ENSG00000224571"	"USP9YP13"	"Y"	26066052	26067657	"USP9YP13"	"pseudogene"
"ENSG00000226369"	"USP9YP11"	"Y"	26081100	26086248	"USP9YP11"	"pseudogene"
"ENSG00000227871"	"USP9YP12"	"Y"	26092074	26098440	"USP9YP12"	"pseudogene"
"ENSG00000251917"	"RNU1-86P"	"Y"	26092765	26092918	"RNU1-86P"	"snRNA"
"ENSG00000231423"	"RAB9AP5"	"Y"	26102716	26106365	"RAB9AP5"	"pseudogene"
"ENSG00000233864"	"TTTY15"	"Y"	14774265	14804162	"TTTY15"	"lincRNA"
"ENSG00000228411"	"CDY4P"	"Y"	14913906	14915763	"CDY4P"	"pseudogene"
"ENSG00000228465"	"TRAPPC2P10"	"Y"	26113711	26116841	"TRAPPC2P10"	"pseudogene"
"ENSG00000232585"	"OFD1P12Y"	"Y"	26118927	26141228	"OFD1P12Y"	"pseudogene"
"ENSG00000234081"	"TCEB1P10"	"Y"	26153058	26153384	"TCEB1P10"	"pseudogene"
"ENSG00000231375"	"CDY17P"	"Y"	26196025	26197634	"CDY17P"	"pseudogene"
"ENSG00000237467"	"USP9YP35"	"Y"	26223946	26225959	"USP9YP35"	"pseudogene"
"ENSG00000229250"	"USP9YP31"	"Y"	26227851	26236493	"USP9YP31"	"pseudogene"
"ENSG00000232205"	"CDY18P"	"Y"	26250254	26252165	"CDY18P"	"pseudogene"
"ENSG00000235981"	""	"Y"	26288505	26303990	"AC023274.4"	"pseudogene"
"ENSG00000223698"	"GOLGA6L11P"	"Y"	26314334	26320641	"GOLGA6L11P"	"pseudogene"
"ENSG00000242854"	"DNM1P24"	"Y"	26325463	26329652	"DNM1P24"	"pseudogene"
"ENSG00000230977"	""	"Y"	26328624	26329218	"AC023274.6"	"pseudogene"
"ENSG00000244231"	"CSPG4P2Y"	"Y"	26329581	26333378	"CSPG4P2Y"	"processed_transcript"
"ENSG00000172342"	"CSPG4P3Y"	"Y"	26332656	26338017	"CSPG4P3Y"	"pseudogene"
"ENSG00000172332"	""	"Y"	26355714	26361728	"AC012005.2"	"pseudogene"
"ENSG00000242389"	"RBMY1E"	"Y"	24026223	24064214	"RBMY1E"	"protein_coding"
"ENSG00000239533"	"GOLGA2P2Y"	"Y"	26356114	26360978	"GOLGA2P2Y"	"processed_transcript"
"ENSG00000242425"	"RN7SL818P"	"Y"	26357107	26357382	"RN7SL818P"	"misc_RNA"
"ENSG00000225491"	"UBE2Q2P4Y"	"Y"	26378973	26385131	"UBE2Q2P4Y"	"pseudogene"
"ENSG00000224827"	"LINC00265-2P"	"Y"	26422392	26423173	"LINC00265-2P"	"pseudogene"
"ENSG00000233740"	"CICP2"	"Y"	26424484	26427287	"CICP2"	"pseudogene"
"ENSG00000248792"	"LINC00266-2P"	"Y"	26424828	26437493	"LINC00266-2P"	"pseudogene"
"ENSG00000234399"	"RBMY2XP"	"Y"	26542751	26549673	"RBMY2XP"	"pseudogene"
"ENSG00000234059"	"CASKP1"	"Y"	15042075	15060090	"CASKP1"	"pseudogene"
"ENSG00000227439"	"TTTY17B"	"Y"	26631479	26632610	"TTTY17B"	"lincRNA"
"ENSG00000224210"	"TRIM60P5Y"	"Y"	26640856	26641730	"TRIM60P5Y"	"pseudogene"
"ENSG00000232003"	"ZNF736P12Y"	"Y"	26646410	26647652	"ZNF736P12Y"	"pseudogene"
"ENSG00000224035"	"SFPQP1"	"Y"	15195704	15207719	"SFPQP1"	"pseudogene"
"ENSG00000235412"	"TTTY4B"	"Y"	26716349	26753172	"TTTY4B"	"lincRNA"
"ENSG00000240566"	""	"Y"	26796955	26797681	"AC010153.3"	"pseudogene"
"ENSG00000235462"	"TAB3P1"	"Y"	15265842	15274125	"TAB3P1"	"pseudogene"
"ENSG00000223915"	"DPPA2P1"	"Y"	15342765	15343320	"DPPA2P1"	"pseudogene"
"ENSG00000215414"	"PSMA6P1"	"Y"	15398518	15399258	"PSMA6P1"	"pseudogene"
"ENSG00000252694"	""	"Y"	15779840	15779936	"AC006371.1"	"miRNA"
"ENSG00000241859"	"KALP"	"Y"	15863536	16027704	"KALP"	"pseudogene"
"ENSG00000232976"	"TRIM60P10Y"	"Y"	26805484	26806553	"TRIM60P10Y"	"pseudogene"
"ENSG00000226270"	"ZNF736P2Y"	"Y"	26829804	26831082	"ZNF736P2Y"	"pseudogene"
"ENSG00000227837"	"TRIM60P11Y"	"Y"	26837938	26839079	"TRIM60P11Y"	"pseudogene"
"ENSG00000223978"	"ZNF736P1Y"	"Y"	27131348	27132623	"ZNF736P1Y"	"pseudogene"
"ENSG00000235451"	"PNPLA4P1"	"Y"	16192955	16198480	"PNPLA4P1"	"pseudogene"
"ENSG00000266220"	""	"Y"	16364065	16364171	"AC010723.2"	"miRNA"
"ENSG00000223517"	""	"Y"	16388092	16389369	"AC010723.1"	"lincRNA"
"ENSG00000230819"	"ZNF736P5Y"	"Y"	27164646	27165450	"ZNF736P5Y"	"pseudogene"
"ENSG00000228296"	"TTTY4C"	"Y"	27209230	27246039	"TTTY4C"	"lincRNA"
"ENSG00000236379"	"ZNF736P4Y"	"Y"	27314746	27315988	"ZNF736P4Y"	"pseudogene"
"ENSG00000223641"	"TTTY17C"	"Y"	27329790	27330920	"TTTY17C"	"lincRNA"
"ENSG00000227633"	"RBMY2YP"	"Y"	27412731	27419678	"RBMY2YP"	"pseudogene"
"ENSG00000228786"	"LINC00266-4P"	"Y"	27524447	27540866	"LINC00266-4P"	"lincRNA"
"ENSG00000233652"	"CICP1"	"Y"	27535139	27537958	"CICP1"	"pseudogene"
"ENSG00000233944"	"LINC00265-3P"	"Y"	27539301	27540203	"LINC00265-3P"	"pseudogene"
"ENSG00000223636"	"UBE2Q2P5Y"	"Y"	27577303	27583462	"UBE2Q2P5Y"	"pseudogene"
"ENSG00000244395"	"RBMY1D"	"Y"	24026223	24040673	"RBMY1D"	"protein_coding"
"ENSG00000172297"	"GOLGA2P3Y"	"Y"	27600708	27606719	"GOLGA2P3Y"	"pseudogene"
"ENSG00000184895"	"SRY"	"Y"	2654896	2655740	"SRY"	"protein_coding"
"ENSG00000129824"	"RPS4Y1"	"Y"	2709527	2800041	"RPS4Y1"	"protein_coding"
"ENSG00000272042"	""	"Y"	27605054	27605329	"Metazoa_SRP"	"misc_RNA"
"ENSG00000252471"	""	"Y"	27606157	27606239	"AC006328.1"	"miRNA"
"ENSG00000172294"	"CSPG4P4Y"	"Y"	27624416	27632852	"CSPG4P4Y"	"pseudogene"
"ENSG00000169807"	"PRY2"	"Y"	24217903	24242154	"PRY2"	"protein_coding"
"ENSG00000240450"	"CSPG4P1Y"	"Y"	27629055	27632852	"CSPG4P1Y"	"lincRNA"
"ENSG00000169800"	"RBMY1F"	"Y"	24314689	24329129	"RBMY1F"	"protein_coding"
"ENSG00000239304"	"DNM1P48"	"Y"	27632787	27633469	"DNM1P48"	"pseudogene"
"ENSG00000233619"	""	"Y"	27633431	27633809	"AC006328.9"	"pseudogene"
"ENSG00000197092"	"GOLGA6L16P"	"Y"	27641798	27648105	"GOLGA6L16P"	"pseudogene"
"ENSG00000067646"	"ZFY"	"Y"	2803112	2850547	"ZFY"	"protein_coding"
"ENSG00000235583"	""	"Y"	27658448	27673933	"AC007562.1"	"pseudogene"
"ENSG00000237823"	"CDY19P"	"Y"	27710269	27712180	"CDY19P"	"pseudogene"
"ENSG00000229709"	"USP9YP36"	"Y"	27725937	27734591	"USP9YP36"	"pseudogene"
"ENSG00000232064"	"USP9YP33"	"Y"	27736470	27738492	"USP9YP33"	"pseudogene"
"ENSG00000225609"	"CDY20P"	"Y"	27764791	27766400	"CDY20P"	"pseudogene"
"ENSG00000176679"	"TGIF2LY"	"Y"	3447082	3448082	"TGIF2LY"	"protein_coding"
"ENSG00000099715"	"PCDH11Y"	"Y"	4868267	5610265	"PCDH11Y"	"protein_coding"
"ENSG00000269464"	""	"Y"	5306691	5312605	"AC012067.1"	"protein_coding"
"ENSG00000168757"	"TSPY2"	"Y"	6114264	6117060	"TSPY2"	"protein_coding"
"ENSG00000270535"	"TCEB1P34"	"Y"	27809047	27809373	"TCEB1P34"	"pseudogene"
"ENSG00000225287"	"OFD1P13Y"	"Y"	27821207	27843493	"OFD1P13Y"	"pseudogene"
"ENSG00000225256"	"TRAPPC2P5"	"Y"	27845598	27848709	"TRAPPC2P5"	"pseudogene"
"ENSG00000223856"	"RAB9AP2"	"Y"	27856055	27859704	"RAB9AP2"	"pseudogene"
"ENSG00000235004"	"USP9YP30"	"Y"	27869163	27870333	"USP9YP30"	"pseudogene"
"ENSG00000252426"	"RNU1-107P"	"Y"	27869489	27869642	"RNU1-107P"	"snRNA"
"ENSG00000231141"	"TTTY3"	"Y"	27874637	27879535	"TTTY3"	"lincRNA"
"ENSG00000232614"	"USP9YP9"	"Y"	27876158	27881307	"USP9YP9"	"pseudogene"
"ENSG00000226941"	"RBMY1J"	"Y"	24454970	24564028	"RBMY1J"	"protein_coding"
"ENSG00000225326"	"USP9YP19"	"Y"	27894743	27896353	"USP9YP19"	"pseudogene"
"ENSG00000223406"	"XKRYP5"	"Y"	27898535	27899017	"XKRYP5"	"pseudogene"
"ENSG00000229343"	"CDY22P"	"Y"	27959160	27960713	"CDY22P"	"pseudogene"
"ENSG00000232695"	"TCEB1P17"	"Y"	28007090	28007415	"TCEB1P17"	"pseudogene"
"ENSG00000235511"	"OFD1P18Y"	"Y"	28018078	28044800	"OFD1P18Y"	"pseudogene"
"ENSG00000232914"	"TRAPPC2P4"	"Y"	28050665	28053397	"TRAPPC2P4"	"pseudogene"
"ENSG00000223655"	"RAB9AP3"	"Y"	28064470	28065042	"RAB9AP3"	"pseudogene"
"ENSG00000230854"	"USP9YP20"	"Y"	28069535	28075973	"USP9YP20"	"pseudogene"
"ENSG00000252625"	"RNU1-40P"	"Y"	28075126	28075289	"RNU1-40P"	"snRNA"
"ENSG00000227635"	"USP9YP21"	"Y"	28079980	28082028	"USP9YP21"	"pseudogene"
"ENSG00000237546"	"XKRYP6"	"Y"	28089415	28100299	"XKRYP6"	"pseudogene"
"ENSG00000172283"	"PRYP4"	"Y"	28121660	28134216	"PRYP4"	"pseudogene"
"ENSG00000227867"	"TCEB1P11"	"Y"	28137388	28137719	"TCEB1P11"	"pseudogene"
"ENSG00000231716"	"CDY23P"	"Y"	28140831	28141844	"CDY23P"	"pseudogene"
"ENSG00000234744"	"USP9YP26"	"Y"	28148401	28155003	"USP9YP26"	"pseudogene"
"ENSG00000233156"	"HSFY8P"	"Y"	28157582	28158384	"HSFY8P"	"pseudogene"
"ENSG00000234888"	"OFD1P15Y"	"Y"	28201926	28234640	"OFD1P15Y"	"pseudogene"
"ENSG00000215507"	"RBMY2DP"	"Y"	28269821	28279455	"RBMY2DP"	"pseudogene"
"ENSG00000169789"	"PRY"	"Y"	24636544	24660784	"PRY"	"protein_coding"
"ENSG00000183753"	"BPY2"	"Y"	25119966	25151612	"BPY2"	"protein_coding"
"ENSG00000099721"	"AMELY"	"Y"	6733959	6742068	"AMELY"	"protein_coding"
"ENSG00000188120"	"DAZ1"	"Y"	25275502	25345241	"DAZ1"	"protein_coding"
"ENSG00000092377"	"TBL1Y"	"Y"	6778727	6959724	"TBL1Y"	"protein_coding"
"ENSG00000233803"	"TSPY4"	"Y"	9175073	9177893	"TSPY4"	"protein_coding"
"ENSG00000229549"	"TSPY8"	"Y"	9195406	9218479	"TSPY8"	"protein_coding"
"ENSG00000228927"	"TSPY3"	"Y"	9236030	9307357	"TSPY3"	"protein_coding"
"ENSG00000258992"	"TSPY1"	"Y"	9236076	9307357	"TSPY1"	"protein_coding"
"ENSG00000205944"	"DAZ2"	"Y"	25365594	25437503	"DAZ2"	"protein_coding"
