sample	target	ratio
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006202_P001_d__s_C_006202_N001_d/facets/s_C_006202_P001_d__s_C_006202_N001_d/s_C_006202_P001_d__s_C_006202_N001_d.snp_pileup.gz	13	1.0738255033557
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006202_P001_d__s_C_006202_N001_d/facets/s_C_006202_P001_d__s_C_006202_N001_d/s_C_006202_P001_d__s_C_006202_N001_d.snp_pileup.gz	14	1.07415730337079
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006202_P001_d__s_C_006202_N001_d/facets/s_C_006202_P001_d__s_C_006202_N001_d/s_C_006202_P001_d__s_C_006202_N001_d.snp_pileup.gz	15	0.959821428571429
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006202_P001_d__s_C_006202_N001_d/facets/s_C_006202_P001_d__s_C_006202_N001_d/s_C_006202_P001_d__s_C_006202_N001_d.snp_pileup.gz	16	0.9375
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006202_P001_d__s_C_006202_N001_d/facets/s_C_006202_P001_d__s_C_006202_N001_d/s_C_006202_P001_d__s_C_006202_N001_d.snp_pileup.gz	17	1.00671140939597
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006202_P001_d__s_C_006202_N001_d/facets/s_C_006202_P001_d__s_C_006202_N001_d/s_C_006202_P001_d__s_C_006202_N001_d.snp_pileup.gz	18	1.05592841163311
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006202_P001_d__s_C_006202_N001_d/facets/s_C_006202_P001_d__s_C_006202_N001_d/s_C_006202_P001_d__s_C_006202_N001_d.snp_pileup.gz	19	1.00892857142857
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006202_P001_d__s_C_006202_N001_d/facets/s_C_006202_P001_d__s_C_006202_N001_d/s_C_006202_P001_d__s_C_006202_N001_d.snp_pileup.gz	20	0.946428571428571
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006202_P001_d__s_C_006202_N001_d/facets/s_C_006202_P001_d__s_C_006202_N001_d/s_C_006202_P001_d__s_C_006202_N001_d.snp_pileup.gz	21	1.02013422818792
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006202_P001_d__s_C_006202_N001_d/facets/s_C_006202_P001_d__s_C_006202_N001_d/s_C_006202_P001_d__s_C_006202_N001_d.snp_pileup.gz	22	0.959821428571429
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006202_P001_d__s_C_006202_N001_d/facets/s_C_006202_P001_d__s_C_006202_N001_d/s_C_006202_P001_d__s_C_006202_N001_d.snp_pileup.gz	23	0.660714285714286
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006202_P001_d__s_C_006202_N001_d/facets/s_C_006202_P001_d__s_C_006202_N001_d/s_C_006202_P001_d__s_C_006202_N001_d.snp_pileup.gz	24	0.6875
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	1	1.01538461538462
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	2	1
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	3	0.984615384615385
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	4	1.04615384615385
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	5	1.01538461538462
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	6	1.04615384615385
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	7	1.02692307692308
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	8	0.984615384615385
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	9	1.03076923076923
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	10	0.984615384615385
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	11	1.03875968992248
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	12	1
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	13	1
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	14	1.09230769230769
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	15	0.969230769230769
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	16	0.969230769230769
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	17	1
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	18	1
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	19	0.992307692307692
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	20	0.961538461538462
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	21	0.938461538461538
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	22	0.946153846153846
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	23	0.715384615384615
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006212_P001_d__s_C_006212_N004_d/facets/s_C_006212_P001_d__s_C_006212_N004_d/s_C_006212_P001_d__s_C_006212_N004_d.snp_pileup.gz	24	0.738461538461539
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	1	1.07
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	2	0.991666666666667
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	3	1.05833333333333
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	4	1.04833333333333
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	5	0.95
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	6	1.09515859766277
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	7	0.94
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	8	0.998333333333333
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	9	1.05
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	10	0.965
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	11	1.05166666666667
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	12	0.996666666666667
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	13	1.08666666666667
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	14	0.966666666666667
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	15	0.96
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	16	0.986666666666667
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	17	1.03
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	18	1.08333333333333
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	19	1
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	20	0.968386023294509
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	21	1.00666666666667
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	22	0.945091514143095
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	23	0.695507487520799
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006218_P001_d__s_C_006218_N004_d/facets/s_C_006218_P001_d__s_C_006218_N004_d/s_C_006218_P001_d__s_C_006218_N004_d.snp_pileup.gz	24	0.66
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	1	1.03521126760563
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	2	0.971830985915493
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	3	1.01408450704225
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	4	1.05633802816901
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	5	0.957746478873239
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	6	1.02816901408451
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	7	1.00352112676056
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	8	0.992957746478873
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	9	1.03169014084507
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	10	0.957746478873239
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	11	1.06338028169014
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	12	0.992957746478873
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	13	1.01408450704225
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	14	1.02816901408451
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	15	0.971830985915493
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	16	0.975352112676056
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	17	1.02473498233216
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	18	1.02816901408451
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	19	1.02816901408451
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	20	0.957746478873239
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	21	0.985915492957746
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	22	0.940140845070423
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	23	0.732394366197183
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006250_P001_d__s_C_006250_N003_d/facets/s_C_006250_P001_d__s_C_006250_N003_d/s_C_006250_P001_d__s_C_006250_N003_d.snp_pileup.gz	24	0.802816901408451
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	1	1.0196463654224
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	2	1.02259332023576
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	3	1.03241650294695
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	4	1.03039215686274
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	5	1.03045186640472
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	6	1.11198428290766
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	7	0.93921568627451
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	8	0.951960784313725
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	9	1.02843137254902
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	10	0.9833984375
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	11	1.08153241650295
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	12	1.01080550098232
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	13	0.997061704211557
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	14	1.03827281648675
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	15	0.970588235294118
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	16	0.923828125
/juno/work/tempo/wes_repo/Results/v1.3.x/cohort_level/MSKWESRP/somatic/s_C_006283_P001_d__s_C_006283_N002_d/facets/s_C_006283_P001_d__s_C_006283_N002_d/s_C_006283_P001_d__s_C_006283_N002_d.snp_pileup.gz	17	1.0107948969578
